x	eps	log.lam	lam	y
0.182914228040625	0.00339944991406844	1.91797059011719	6.80712998534	7
1.33167430377746	0.15653074009239	7.8149022589797	2477.24481274471	2472
0.449548795962717	-0.0629286948161247	3.18481528499746	24.16282475737	18
0.181981462350717	-0.0427733844593303	1.86713392729425	6.46972709327176	7
-0.8764616329154	0.0522811217406032	-3.3300270428364	0.0357921371336587	0
0.420938151404767	0.00157930146731829	3.10627005849115	22.3375709888131	23
-1.22243107292981	0.140336649146131	-4.97181871550294	0.00693053189983376	0
-1.87746106655488	0.142658196446048	-8.24464713632835	0.000262660788369634	0
-0.386082352745515	0.0977300261992968	-0.83268173752828	0.434881483156889	0
0.440618226457262	-0.0569028533921837	3.14618827889413	23.2472833232419	22
-0.649830167929219	0.0823162615023442	-2.16683457814375	0.11453960986284	0
0.543918210073643	-0.0780359715510585	3.64155507881716	38.1511186158567	44
-0.142716720539333	0.0273402129706928	0.313756610274026	1.36855660339175	0
1.61766011215452	0.0507475286143357	9.13904808938693	9311.89681817078	9338
-0.692357778173755	0.131668893110052	-2.33011999775872	0.0972840725184238	0
-0.830919976300526	-0.0624675394254171	-3.21706742092805	0.0400724016035473	0
0.378152004778307	-0.0411894311834346	2.8495705927081	17.2803599346089	13
0.31173663092439	0.0162997587438522	2.5749829133658	13.1310927903941	6
1.07529247942379	-0.0823023743992081	6.29416002271972	541.40089089583	542
-1.08600223439537	0.0492065261680291	-4.38080464580884	0.0125152841974706	0
0.174250162938823	-0.00350444107300273	1.86774637362111	6.47369066748014	6
1.34021683853953	-0.0467728389817207	7.65431135371594	2109.72176683478	2159
2.11650685064784	-0.108326735023468	11.4742075182157	96202.2012314434	96221
0.738900535479606	-0.131808297665768	4.56269437973226	95.8413652855175	79
0.0708150270892669	-0.0513539064489668	1.30272122899737	3.67929526217379	3
0.0259335530761611	0.0418636952277276	1.17153146060853	3.22693077364995	4
-0.354895708424126	-0.0989920663436223	-0.873470608464254	0.417500052699765	0
0.321721988391869	-0.153048700167264	2.45556124179208	11.6529718487277	8
1.13486998722791	0.0541012945738268	6.72845123071337	835.851721488949	854
-0.315366457779607	-0.109408764697459	-0.686241053595494	0.503465014625835	3
0.868442761348767	0.0616595694904549	5.40387337623429	222.265669586362	197
0.446317951284509	-0.135134536288734	3.09645522013381	22.1194037298071	19
